"Plot Title: 21223104"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21223104, SEN S/N: 21223104)","Coupler Attached (LGR S/N: 21223104)","Host Connected (LGR S/N: 21223104)","Stopped (LGR S/N: 21223104)","End Of File (LGR S/N: 21223104)"
144,08/10/22 02:23:00 PM,19.662,,,,
145,08/10/22 02:24:00 PM,19.662,,,,
146,08/10/22 02:25:00 PM,19.567,,,,
147,08/10/22 02:26:00 PM,19.567,,,,
148,08/10/22 02:27:00 PM,19.662,,,,
149,08/10/22 02:28:00 PM,19.662,,,,
150,08/10/22 02:29:00 PM,19.662,,,,
151,08/10/22 02:30:00 PM,19.662,,,,
152,08/10/22 02:31:00 PM,19.662,,,,
153,08/10/22 02:32:00 PM,19.662,,,,
154,08/10/22 02:33:00 PM,19.662,,,,
155,08/10/22 02:34:00 PM,19.662,,,,
156,08/10/22 02:35:00 PM,19.662,,,,
157,08/10/22 02:36:00 PM,19.662,,,,
158,08/10/22 02:37:00 PM,19.567,,,,
159,08/10/22 02:38:00 PM,19.567,,,,
160,08/10/22 02:39:00 PM,19.662,,,,
161,08/10/22 02:40:00 PM,19.662,,,,
162,08/10/22 02:41:00 PM,19.662,,,,
163,08/10/22 02:42:00 PM,19.662,,,,
164,08/10/22 02:43:00 PM,19.662,,,,
165,08/10/22 02:44:00 PM,19.567,,,,
166,08/10/22 02:45:00 PM,19.662,,,,
167,08/10/22 02:46:00 PM,19.567,,,,
168,08/10/22 02:47:00 PM,19.567,,,,
169,08/10/22 02:48:00 PM,19.567,,,,
170,08/10/22 02:49:00 PM,19.567,,,,
171,08/10/22 02:50:00 PM,19.567,,,,
172,08/10/22 02:51:00 PM,19.567,,,,
173,08/10/22 02:52:00 PM,19.567,,,,
174,08/10/22 02:53:00 PM,19.472,,,,
175,08/10/22 02:54:00 PM,19.472,,,,
176,08/10/22 02:55:00 PM,19.472,,,,
177,08/10/22 02:56:00 PM,19.567,,,,
178,08/10/22 02:57:00 PM,19.567,,,,
179,08/10/22 02:58:00 PM,19.567,,,,
180,08/10/22 02:59:00 PM,19.567,,,,
181,08/10/22 03:00:00 PM,19.567,,,,
182,08/10/22 03:01:00 PM,19.662,,,,
183,08/10/22 03:02:00 PM,19.662,,,,
184,08/10/22 03:03:00 PM,19.758,,,,
185,08/10/22 03:04:00 PM,19.758,,,,
186,08/10/22 03:05:00 PM,19.758,,,,
187,08/10/22 03:06:00 PM,19.758,,,,
188,08/10/22 03:07:00 PM,19.662,,,,
189,08/10/22 03:08:00 PM,19.662,,,,
190,08/10/22 03:09:00 PM,19.662,,,,
191,08/10/22 03:10:00 PM,19.662,,,,
192,08/10/22 03:11:00 PM,19.758,,,,
193,08/10/22 03:12:00 PM,19.758,,,,
194,08/10/22 03:13:00 PM,19.758,,,,
195,08/10/22 03:14:00 PM,19.758,,,,
196,08/10/22 03:15:00 PM,19.758,,,,
197,08/10/22 03:16:00 PM,19.662,,,,
198,08/10/22 03:17:00 PM,19.662,,,,
199,08/10/22 03:18:00 PM,19.662,,,,
200,08/10/22 03:19:00 PM,19.567,,,,
201,08/10/22 03:20:00 PM,19.567,,,,
202,08/10/22 03:21:00 PM,19.567,,,,
203,08/10/22 03:22:00 PM,19.662,,,,
204,08/10/22 03:23:00 PM,19.567,,,,
205,08/10/22 03:24:00 PM,19.567,,,,
206,08/10/22 03:25:00 PM,19.472,,,,
207,08/10/22 03:26:00 PM,19.472,,,,
208,08/10/22 03:27:00 PM,19.472,,,,
209,08/10/22 03:28:00 PM,19.377,,,,
210,08/10/22 03:29:00 PM,19.377,,,,
211,08/10/22 03:30:00 PM,19.377,,,,
212,08/10/22 03:31:00 PM,19.377,,,,
213,08/10/22 03:32:00 PM,19.377,,,,
214,08/10/22 03:33:00 PM,19.377,,,,
215,08/10/22 03:34:00 PM,19.377,,,,
216,08/10/22 03:35:00 PM,19.282,,,,
217,08/10/22 03:36:00 PM,19.282,,,,
218,08/10/22 03:37:00 PM,19.282,,,,
219,08/10/22 03:38:00 PM,19.282,,,,
220,08/10/22 03:39:00 PM,19.282,,,,
221,08/10/22 03:40:00 PM,19.282,,,,
222,08/10/22 03:41:00 PM,19.282,,,,
223,08/10/22 03:42:00 PM,19.282,,,,
224,08/10/22 03:43:00 PM,19.187,,,,
225,08/10/22 03:44:00 PM,19.187,,,,
226,08/10/22 03:45:00 PM,19.187,,,,
227,08/10/22 03:46:00 PM,19.187,,,,
228,08/10/22 03:47:00 PM,19.092,,,,
229,08/10/22 03:48:00 PM,19.092,,,,
230,08/10/22 03:49:00 PM,18.996,,,,
231,08/10/22 03:50:00 PM,18.901,,,,
232,08/10/22 03:51:00 PM,18.806,,,,
233,08/10/22 03:52:00 PM,18.806,,,,
234,08/10/22 03:53:00 PM,18.711,,,,
235,08/10/22 03:54:00 PM,18.711,,,,
236,08/10/22 03:55:00 PM,18.616,,,,
237,08/10/22 03:56:00 PM,18.616,,,,
238,08/10/22 03:57:00 PM,18.521,,,,
239,08/10/22 03:58:00 PM,18.426,,,,
240,08/10/22 03:59:00 PM,18.426,,,,
241,08/10/22 04:00:00 PM,18.331,,,,
242,08/10/22 04:01:00 PM,18.331,,,,
243,08/10/22 04:02:00 PM,18.236,,,,
244,08/10/22 04:03:00 PM,18.236,,,,
245,08/10/22 04:04:00 PM,18.140,,,,
246,08/10/22 04:05:00 PM,18.140,,,,
247,08/10/22 04:06:00 PM,18.045,,,,
248,08/10/22 04:07:00 PM,18.045,,,,
249,08/10/22 04:08:00 PM,18.045,,,,
250,08/10/22 04:09:00 PM,18.045,,,,
251,08/10/22 04:10:00 PM,18.045,,,,
252,08/10/22 04:11:00 PM,17.950,,,,
253,08/10/22 04:12:00 PM,17.950,,,,
254,08/10/22 04:13:00 PM,17.950,,,,
255,08/10/22 04:14:00 PM,17.855,,,,
256,08/10/22 04:15:00 PM,17.855,,,,
257,08/10/22 04:16:00 PM,17.855,,,,
258,08/10/22 04:17:00 PM,17.855,,,,
259,08/10/22 04:18:00 PM,17.760,,,,
260,08/10/22 04:19:00 PM,17.760,,,,
261,08/10/22 04:20:00 PM,17.760,,,,
262,08/10/22 04:21:00 PM,17.855,,,,
263,08/10/22 04:22:00 PM,17.855,,,,
264,08/10/22 04:23:00 PM,17.855,,,,
265,08/10/22 04:24:00 PM,17.855,,,,
266,08/10/22 04:25:00 PM,17.855,,,,
267,08/10/22 04:26:00 PM,17.855,,,,
268,08/10/22 04:27:00 PM,17.855,,,,
269,08/10/22 04:28:00 PM,17.855,,,,
270,08/10/22 04:29:00 PM,17.855,,,,
271,08/10/22 04:30:00 PM,17.855,,,,
272,08/10/22 04:31:00 PM,17.855,,,,
273,08/10/22 04:32:00 PM,17.855,,,,
274,08/10/22 04:33:00 PM,17.950,,,,
275,08/10/22 04:34:00 PM,17.950,,,,
276,08/10/22 04:35:00 PM,17.950,,,,
277,08/10/22 04:36:00 PM,17.950,,,,
278,08/10/22 04:37:00 PM,17.950,,,,
279,08/10/22 04:38:00 PM,17.950,,,,
280,08/10/22 04:39:00 PM,17.950,,,,
281,08/10/22 04:40:00 PM,18.045,,,,
282,08/10/22 04:41:00 PM,18.045,,,,
283,08/10/22 04:42:00 PM,18.045,,,,
284,08/10/22 04:43:00 PM,18.045,,,,
285,08/10/22 04:44:00 PM,18.045,,,,
286,08/10/22 04:45:00 PM,18.045,,,,
287,08/10/22 04:46:00 PM,18.045,,,,
288,08/10/22 04:47:00 PM,18.045,,,,
289,08/10/22 04:48:00 PM,18.045,,,,
290,08/10/22 04:49:00 PM,18.045,,,,
291,08/10/22 04:50:00 PM,18.045,,,,
292,08/10/22 04:51:00 PM,18.045,,,,
293,08/10/22 04:52:00 PM,18.045,,,,
294,08/10/22 04:53:00 PM,18.140,,,,
295,08/10/22 04:54:00 PM,18.140,,,,
296,08/10/22 04:55:00 PM,18.236,,,,
297,08/10/22 04:56:00 PM,18.236,,,,
298,08/10/22 04:57:00 PM,18.331,,,,
299,08/10/22 04:58:00 PM,18.331,,,,
300,08/10/22 04:59:00 PM,18.426,,,,
301,08/10/22 05:00:00 PM,18.426,,,,
302,08/10/22 05:01:00 PM,18.521,,,,
303,08/10/22 05:02:00 PM,18.521,,,,
304,08/10/22 05:03:00 PM,18.616,,,,
305,08/10/22 05:04:00 PM,18.711,,,,
306,08/10/22 05:05:00 PM,18.711,,,,
307,08/10/22 05:06:00 PM,18.806,,,,
308,08/10/22 05:07:00 PM,18.806,,,,
309,08/10/22 05:08:00 PM,18.901,,,,
310,08/10/22 05:09:00 PM,18.996,,,,
311,08/10/22 05:10:00 PM,18.996,,,,
312,08/10/22 05:11:00 PM,19.092,,,,
313,08/10/22 05:12:00 PM,19.092,,,,
314,08/10/22 05:13:00 PM,19.092,,,,
315,08/10/22 05:14:00 PM,19.092,,,,
316,08/10/22 05:15:00 PM,19.092,,,,
317,08/10/22 05:16:00 PM,19.092,,,,
318,08/10/22 05:17:00 PM,19.092,,,,
319,08/10/22 05:18:00 PM,19.187,,,,
320,08/10/22 05:19:00 PM,19.187,,,,
321,08/10/22 05:20:00 PM,19.187,,,,
322,08/10/22 05:21:00 PM,19.187,,,,
323,08/10/22 05:22:00 PM,19.187,,,,
324,08/10/22 05:23:00 PM,19.187,,,,
325,08/10/22 05:24:00 PM,19.282,,,,
326,08/10/22 05:25:00 PM,19.282,,,,
327,08/10/22 05:26:00 PM,19.282,,,,
328,08/10/22 05:27:00 PM,19.282,,,,
329,08/10/22 05:28:00 PM,19.282,,,,
330,08/10/22 05:29:00 PM,19.282,,,,
331,08/10/22 05:30:00 PM,19.282,,,,
332,08/10/22 05:31:00 PM,19.282,,,,
333,08/10/22 05:32:00 PM,19.282,,,,
334,08/10/22 05:33:00 PM,19.282,,,,
335,08/10/22 05:34:00 PM,19.377,,,,
336,08/10/22 05:35:00 PM,19.282,,,,
337,08/10/22 05:36:00 PM,19.282,,,,
338,08/10/22 05:37:00 PM,19.282,,,,
339,08/10/22 05:38:00 PM,19.282,,,,
340,08/10/22 05:39:00 PM,19.282,,,,
341,08/10/22 05:40:00 PM,19.282,,,,
342,08/10/22 05:41:00 PM,19.187,,,,
343,08/10/22 05:42:00 PM,19.187,,,,
344,08/10/22 05:43:00 PM,19.187,,,,
345,08/10/22 05:44:00 PM,19.187,,,,
346,08/10/22 05:45:00 PM,19.187,,,,
347,08/10/22 05:46:00 PM,19.187,,,,
348,08/10/22 05:47:00 PM,19.187,,,,
349,08/10/22 05:48:00 PM,19.187,,,,
350,08/10/22 05:49:00 PM,19.187,,,,
351,08/10/22 05:50:00 PM,19.092,,,,
352,08/10/22 05:51:00 PM,19.092,,,,
353,08/10/22 05:52:00 PM,19.092,,,,
354,08/10/22 05:53:00 PM,19.092,,,,
355,08/10/22 05:54:00 PM,19.092,,,,
356,08/10/22 05:55:00 PM,19.092,,,,
357,08/10/22 05:56:00 PM,19.092,,,,
358,08/10/22 05:57:00 PM,19.092,,,,
359,08/10/22 05:58:00 PM,19.187,,,,
360,08/10/22 05:59:00 PM,19.187,,,,
361,08/10/22 06:00:00 PM,19.282,,,,
362,08/10/22 06:01:00 PM,19.282,,,,
363,08/10/22 06:02:00 PM,19.377,,,,
364,08/10/22 06:03:00 PM,19.377,,,,
365,08/10/22 06:04:00 PM,19.377,,,,
366,08/10/22 06:05:00 PM,19.472,,,,
367,08/10/22 06:06:00 PM,19.472,,,,
368,08/10/22 06:07:00 PM,19.472,,,,
369,08/10/22 06:08:00 PM,19.567,,,,
370,08/10/22 06:09:00 PM,19.567,,,,
371,08/10/22 06:10:00 PM,19.662,,,,
372,08/10/22 06:11:00 PM,19.662,,,,
373,08/10/22 06:12:00 PM,19.662,,,,
374,08/10/22 06:13:00 PM,19.662,,,,
375,08/10/22 06:14:00 PM,19.662,,,,
376,08/10/22 06:15:00 PM,19.567,,,,
377,08/10/22 06:16:00 PM,19.567,,,,
378,08/10/22 06:17:00 PM,19.472,,,,
379,08/10/22 06:18:00 PM,19.472,,,,
380,08/10/22 06:19:00 PM,19.472,,,,
381,08/10/22 06:20:00 PM,19.377,,,,
382,08/10/22 06:21:00 PM,19.377,,,,
383,08/10/22 06:22:00 PM,19.377,,,,
384,08/10/22 06:23:00 PM,19.377,,,,
385,08/10/22 06:24:00 PM,19.377,,,,
386,08/10/22 06:25:00 PM,19.377,,,,
387,08/10/22 06:26:00 PM,19.377,,,,
388,08/10/22 06:27:00 PM,19.377,,,,
389,08/10/22 06:28:00 PM,19.377,,,,
390,08/10/22 06:29:00 PM,19.377,,,,
391,08/10/22 06:30:00 PM,19.282,,,,
392,08/10/22 06:31:00 PM,19.282,,,,
393,08/10/22 06:32:00 PM,19.377,,,,
394,08/10/22 06:33:00 PM,19.377,,,,
395,08/10/22 06:34:00 PM,19.377,,,,
396,08/10/22 06:35:00 PM,19.377,,,,
397,08/10/22 06:36:00 PM,19.377,,,,
398,08/10/22 06:37:00 PM,19.377,,,,
399,08/10/22 06:38:00 PM,19.377,,,,
400,08/10/22 06:39:00 PM,19.377,,,,
401,08/10/22 06:40:00 PM,19.377,,,,
402,08/10/22 06:41:00 PM,19.377,,,,
403,08/10/22 06:42:00 PM,19.377,,,,
404,08/10/22 06:43:00 PM,19.377,,,,
405,08/10/22 06:44:00 PM,19.377,,,,
406,08/10/22 06:45:00 PM,19.282,,,,
407,08/10/22 06:46:00 PM,19.282,,,,
408,08/10/22 06:47:00 PM,19.282,,,,
409,08/10/22 06:48:00 PM,19.282,,,,
410,08/10/22 06:49:00 PM,19.282,,,,
411,08/10/22 06:50:00 PM,19.187,,,,
412,08/10/22 06:51:00 PM,19.187,,,,
413,08/10/22 06:52:00 PM,19.282,,,,
414,08/10/22 06:53:00 PM,19.282,,,,
415,08/10/22 06:54:00 PM,19.282,,,,
416,08/10/22 06:55:00 PM,19.282,,,,
417,08/10/22 06:56:00 PM,19.282,,,,
418,08/10/22 06:57:00 PM,19.377,,,,
419,08/10/22 06:58:00 PM,19.377,,,,
420,08/10/22 06:59:00 PM,19.472,,,,
421,08/10/22 07:00:00 PM,19.567,,,,
422,08/10/22 07:01:00 PM,19.567,,,,
423,08/10/22 07:02:00 PM,19.662,,,,
424,08/10/22 07:03:00 PM,19.758,,,,
425,08/10/22 07:04:00 PM,19.758,,,,
426,08/10/22 07:05:00 PM,19.853,,,,
427,08/10/22 07:06:00 PM,19.853,,,,
428,08/10/22 07:07:00 PM,19.948,,,,
429,08/10/22 07:08:00 PM,19.853,,,,
430,08/10/22 07:09:00 PM,19.853,,,,
431,08/10/22 07:10:00 PM,19.758,,,,
432,08/10/22 07:11:00 PM,19.758,,,,
433,08/10/22 07:12:00 PM,19.662,,,,
434,08/10/22 07:13:00 PM,19.662,,,,
435,08/10/22 07:14:00 PM,19.662,,,,
436,08/10/22 07:15:00 PM,19.662,,,,
437,08/10/22 07:16:00 PM,19.662,,,,
438,08/10/22 07:17:00 PM,19.662,,,,
439,08/10/22 07:18:00 PM,19.662,,,,
440,08/10/22 07:19:00 PM,19.662,,,,
441,08/10/22 07:20:00 PM,19.662,,,,
442,08/10/22 07:21:00 PM,19.662,,,,
443,08/10/22 07:22:00 PM,19.662,,,,
444,08/10/22 07:23:00 PM,19.567,,,,
445,08/10/22 07:24:00 PM,19.567,,,,
446,08/10/22 07:25:00 PM,19.567,,,,
447,08/10/22 07:26:00 PM,19.567,,,,
448,08/10/22 07:27:00 PM,19.567,,,,
449,08/10/22 07:28:00 PM,19.472,,,,
450,08/10/22 07:29:00 PM,19.472,,,,
451,08/10/22 07:30:00 PM,19.472,,,,
452,08/10/22 07:31:00 PM,19.472,,,,
453,08/10/22 07:32:00 PM,19.472,,,,
454,08/10/22 07:33:00 PM,19.377,,,,
455,08/10/22 07:34:00 PM,19.377,,,,
456,08/10/22 07:35:00 PM,19.377,,,,
457,08/10/22 07:36:00 PM,19.377,,,,
458,08/10/22 07:37:00 PM,19.282,,,,
459,08/10/22 07:38:00 PM,19.282,,,,
460,08/10/22 07:39:00 PM,19.282,,,,
461,08/10/22 07:40:00 PM,19.282,,,,
462,08/10/22 07:41:00 PM,19.282,,,,
463,08/10/22 07:42:00 PM,19.282,,,,
464,08/10/22 07:43:00 PM,19.282,,,,
465,08/10/22 07:44:00 PM,19.282,,,,
466,08/10/22 07:45:00 PM,19.282,,,,
467,08/10/22 07:46:00 PM,19.282,,,,
468,08/10/22 07:47:00 PM,19.282,,,,
469,08/10/22 07:48:00 PM,19.282,,,,
470,08/10/22 07:49:00 PM,19.282,,,,
471,08/10/22 07:50:00 PM,19.187,,,,
472,08/10/22 07:51:00 PM,19.187,,,,
473,08/10/22 07:52:00 PM,19.187,,,,
474,08/10/22 07:53:00 PM,19.187,,,,
475,08/10/22 07:54:00 PM,19.187,,,,
476,08/10/22 07:55:00 PM,19.187,,,,
477,08/10/22 07:56:00 PM,19.092,,,,
478,08/10/22 07:57:00 PM,19.092,,,,
479,08/10/22 07:58:00 PM,19.092,,,,
480,08/10/22 07:59:00 PM,19.092,,,,
481,08/10/22 08:00:00 PM,18.996,,,,
482,08/10/22 08:01:00 PM,18.996,,,,
483,08/10/22 08:02:00 PM,18.996,,,,
484,08/10/22 08:03:00 PM,18.996,,,,
485,08/10/22 08:04:00 PM,18.901,,,,
486,08/10/22 08:05:00 PM,18.901,,,,
487,08/10/22 08:06:00 PM,18.901,,,,
488,08/10/22 08:07:00 PM,18.901,,,,
489,08/10/22 08:08:00 PM,18.806,,,,
490,08/10/22 08:09:00 PM,18.806,,,,
491,08/10/22 08:10:00 PM,18.806,,,,
492,08/10/22 08:11:00 PM,18.806,,,,
493,08/10/22 08:12:00 PM,18.806,,,,
494,08/10/22 08:13:00 PM,18.711,,,,
495,08/10/22 08:14:00 PM,18.711,,,,
496,08/10/22 08:15:00 PM,18.711,,,,
497,08/10/22 08:16:00 PM,18.711,,,,
498,08/10/22 08:17:00 PM,18.711,,,,
499,08/10/22 08:18:00 PM,18.711,,,,
500,08/10/22 08:19:00 PM,18.616,,,,
501,08/10/22 08:20:00 PM,18.616,,,,
502,08/10/22 08:21:00 PM,18.616,,,,
503,08/10/22 08:22:00 PM,18.616,,,,
504,08/10/22 08:23:00 PM,18.616,,,,
505,08/10/22 08:24:00 PM,18.616,,,,
506,08/10/22 08:25:00 PM,18.616,,,,
507,08/10/22 08:26:00 PM,18.616,,,,
508,08/10/22 08:27:00 PM,18.616,,,,
509,08/10/22 08:28:00 PM,18.616,,,,
510,08/10/22 08:29:00 PM,18.616,,,,
511,08/10/22 08:30:00 PM,18.616,,,,
512,08/10/22 08:31:00 PM,18.616,,,,
513,08/10/22 08:32:00 PM,18.616,,,,
514,08/10/22 08:33:00 PM,18.616,,,,
515,08/10/22 08:34:00 PM,18.521,,,,
516,08/10/22 08:35:00 PM,18.521,,,,
517,08/10/22 08:36:00 PM,18.521,,,,
518,08/10/22 08:37:00 PM,18.521,,,,
519,08/10/22 08:38:00 PM,18.521,,,,
520,08/10/22 08:39:00 PM,18.521,,,,
521,08/10/22 08:40:00 PM,18.521,,,,
522,08/10/22 08:41:00 PM,18.426,,,,
523,08/10/22 08:42:00 PM,18.426,,,,
524,08/10/22 08:43:00 PM,18.426,,,,
525,08/10/22 08:44:00 PM,18.426,,,,
526,08/10/22 08:45:00 PM,18.426,,,,
527,08/10/22 08:46:00 PM,18.426,,,,
528,08/10/22 08:47:00 PM,18.331,,,,
529,08/10/22 08:48:00 PM,18.331,,,,
530,08/10/22 08:49:00 PM,18.331,,,,
531,08/10/22 08:50:00 PM,18.331,,,,
532,08/10/22 08:51:00 PM,18.331,,,,
533,08/10/22 08:52:00 PM,18.331,,,,
534,08/10/22 08:53:00 PM,18.236,,,,
535,08/10/22 08:54:00 PM,18.236,,,,
536,08/10/22 08:55:00 PM,18.236,,,,
537,08/10/22 08:56:00 PM,18.236,,,,
538,08/10/22 08:57:00 PM,18.140,,,,
539,08/10/22 08:58:00 PM,18.140,,,,
540,08/10/22 08:59:00 PM,18.045,,,,
541,08/10/22 09:00:00 PM,18.045,,,,
542,08/10/22 09:01:00 PM,18.045,,,,
543,08/10/22 09:02:00 PM,17.950,,,,
544,08/10/22 09:03:00 PM,17.950,,,,
545,08/10/22 09:04:00 PM,17.855,,,,
546,08/10/22 09:05:00 PM,17.855,,,,
547,08/10/22 09:06:00 PM,17.760,,,,
548,08/10/22 09:07:00 PM,17.760,,,,
